sample_id,true_label,predicted_label,true_label_encoded,predicted_label_encoded,winning_proportion,decision_margin,is_correct,num_classes_voted,num_neighbors,neighbor_distance_mean,neighbor_distance_std,neighbor_indices,neighbor_distances
162,31,31,16,16,1.0,1.0,True,1,3,0.5568373401959738,0.04671799748372817,"[191, 189, 193]","[0.5237985253334045, 0.5238069295883179, 0.6229065656661987]"
163,31,31,16,16,1.0,1.0,True,1,3,0.7012416323026022,0.019983219543970237,"[189, 191, 193]","[0.6737573742866516, 0.7092868089675903, 0.7206807136535645]"
164,31,31,16,16,1.0,1.0,True,1,3,0.612308939297994,0.04827965772754663,"[191, 187, 189]","[0.544865071773529, 0.6368177533149719, 0.655243992805481]"
165,31,31,16,16,1.0,1.0,True,1,3,0.6440949638684591,0.039796546814063805,"[187, 191, 189]","[0.5878987908363342, 0.669520914554596, 0.674865186214447]"
166,31,31,16,16,1.0,1.0,True,1,3,0.6026480197906494,0.04365280673149781,"[189, 193, 191]","[0.5421163439750671, 0.6224120259284973, 0.6434156894683838]"
167,31,31,16,16,1.0,1.0,True,1,3,0.6427998542785645,0.028573046167119844,"[191, 190, 187]","[0.6031051278114319, 0.6560993194580078, 0.6691951155662537]"
168,32,32,17,17,1.0,1.0,True,1,3,0.7979905406634012,0.0284405369597939,"[202, 200, 198]","[0.7624130845069885, 0.7995318174362183, 0.8320267200469971]"
169,32,32,17,17,1.0,1.0,True,1,3,0.6489133834838867,0.027114301817370057,"[198, 196, 195]","[0.6276613473892212, 0.6318981051445007, 0.6871806979179382]"
170,32,32,17,17,1.0,1.0,True,1,3,0.6362687746683756,0.13782849783821255,"[202, 198, 199]","[0.4483768343925476, 0.6852980852127075, 0.7751314043998718]"
171,32,32,17,17,1.0,1.0,True,1,3,0.6430199146270752,0.024058064660567962,"[202, 199, 196]","[0.610328197479248, 0.6512033939361572, 0.6675281524658203]"
172,32,32,17,17,1.0,1.0,True,1,3,0.8510481913884481,0.009194888121824944,"[202, 198, 197]","[0.8390122056007385, 0.8528035283088684, 0.8613288402557373]"
173,32,32,17,17,1.0,1.0,True,1,3,0.8234618703524271,0.06586072991813473,"[203, 199, 196]","[0.7502683401107788, 0.8101739287376404, 0.9099433422088623]"
174,32,32,17,17,1.0,1.0,True,1,3,0.6825693448384603,0.02076413282029091,"[202, 196, 199]","[0.6606141924858093, 0.6766589879989624, 0.7104348540306091]"
175,32,32,17,17,1.0,1.0,True,1,3,0.6352259914080302,0.04762164316399681,"[197, 196, 195]","[0.5858141183853149, 0.620301365852356, 0.6995624899864197]"
176,32,32,17,17,1.0,1.0,True,1,3,0.549944152434667,0.09914631188792924,"[197, 196, 195]","[0.4099833071231842, 0.6126301884651184, 0.6272189617156982]"
177,32,32,17,17,1.0,1.0,True,1,3,0.8528458674748739,0.011798845150019137,"[196, 198, 199]","[0.8368687033653259, 0.8566671013832092, 0.8650017976760864]"
178,33,33,18,18,1.0,1.0,True,1,3,0.6718070109685262,0.031008179360637857,"[205, 212, 213]","[0.6280762553215027, 0.6908481121063232, 0.6964966654777527]"
179,33,33,18,18,1.0,1.0,True,1,3,0.6650112271308899,0.05384161228200574,"[213, 209, 211]","[0.5934072732925415, 0.6783847808837891, 0.7232416272163391]"
180,33,33,18,18,1.0,1.0,True,1,3,0.4924557109673818,0.04542096347203296,"[204, 208, 212]","[0.4345405101776123, 0.4973515570163727, 0.5454750657081604]"
181,33,33,18,18,1.0,1.0,True,1,3,0.5420487721761068,0.05953592558805412,"[209, 206, 210]","[0.4672567844390869, 0.5459573268890381, 0.6129322052001953]"
182,33,33,18,18,1.0,1.0,True,1,3,0.6375402013460795,0.01236237570904812,"[212, 204, 208]","[0.6203708648681641, 0.6432695388793945, 0.6489802002906799]"
183,33,33,18,18,1.0,1.0,True,1,3,0.4290259877840678,0.010459571454278182,"[204, 208, 212]","[0.4179230034351349, 0.4261130392551422, 0.44304192066192627]"
184,33,33,18,18,1.0,1.0,True,1,3,0.7516803542772929,0.02731153574317368,"[205, 212, 204]","[0.7313600182533264, 0.733394205570221, 0.7902868390083313]"
185,33,33,18,18,1.0,1.0,True,1,3,0.4635782440503438,0.06698498515892364,"[204, 208, 212]","[0.3748786151409149, 0.47912243008613586, 0.5367336869239807]"
186,33,33,18,18,1.0,1.0,True,1,3,0.6114126841227213,0.05168383403345631,"[205, 212, 209]","[0.5656753778457642, 0.5849062204360962, 0.6836564540863037]"
187,33,33,18,18,1.0,1.0,True,1,3,0.47987716396649677,0.04936166711015527,"[206, 210, 207]","[0.4110117256641388, 0.50440913438797, 0.5242106318473816]"
188,34,34,19,19,1.0,1.0,True,1,3,0.6488776604334513,0.01976289607650382,"[222, 218, 216]","[0.6244294047355652, 0.6493727564811707, 0.6728308200836182]"
189,34,34,19,19,1.0,1.0,True,1,3,0.7660408814748129,0.02291794802720521,"[217, 215, 216]","[0.7417863011360168, 0.7595500349998474, 0.7967863082885742]"
190,34,34,19,19,1.0,1.0,True,1,3,0.5930850505828857,0.03814342888834989,"[214, 218, 222]","[0.5476135015487671, 0.5906884670257568, 0.6409531831741333]"
191,34,34,19,19,1.0,1.0,True,1,3,0.6496151089668274,0.02460741831503071,"[214, 218, 216]","[0.6181449294090271, 0.652485191822052, 0.6782152056694031]"
192,34,34,19,19,1.0,1.0,True,1,3,0.6083003381888071,0.1356318058227535,"[216, 215, 218]","[0.4401523768901825, 0.6124451160430908, 0.7723035216331482]"
193,34,34,19,19,1.0,1.0,True,1,3,0.6819367011388143,0.013152987404787531,"[215, 218, 216]","[0.6717172861099243, 0.6735863089561462, 0.7005065083503723]"
194,34,34,19,19,1.0,1.0,True,1,3,0.5445002218087515,0.07202151906903624,"[218, 214, 216]","[0.447244793176651, 0.5669232606887817, 0.6193326115608215]"
195,34,34,19,19,1.0,1.0,True,1,3,0.8008362253506979,0.09010639925561925,"[217, 219, 215]","[0.6859427094459534, 0.8105508685112, 0.9060150980949402]"
196,34,34,19,19,1.0,1.0,True,1,3,0.6498344739278158,0.03278112107582736,"[214, 222, 218]","[0.6068793535232544, 0.6562108397483826, 0.6864132285118103]"
197,38,38,20,20,1.0,1.0,True,1,3,0.43825505177179974,0.018448815978643347,"[225, 224, 233]","[0.41429832577705383, 0.44128385186195374, 0.4591829776763916]"
198,38,38,20,20,1.0,1.0,True,1,3,0.6855920751889547,0.034442169832230474,"[224, 228, 226]","[0.6546161770820618, 0.6685259938240051, 0.7336340546607971]"
199,38,38,20,20,1.0,1.0,True,1,3,0.5229757130146027,0.04463299602357224,"[228, 225, 226]","[0.4599017798900604, 0.5524113178253174, 0.5566140413284302]"
200,38,38,20,20,1.0,1.0,True,1,3,0.4402975837389628,0.003978187949503329,"[224, 231, 226]","[0.4350391626358032, 0.4411945343017578, 0.4446590542793274]"
201,38,38,20,20,1.0,1.0,True,1,3,0.3733143210411072,0.06626040187716867,"[233, 225, 224]","[0.27962225675582886, 0.41874292492866516, 0.4215777814388275]"
202,38,38,20,20,1.0,1.0,True,1,3,0.45323630174001056,0.030641600271631365,"[225, 224, 233]","[0.43015608191490173, 0.4330141842365265, 0.4965386390686035]"
203,38,38,20,20,1.0,1.0,True,1,3,0.6229514877001444,0.0029726556210395733,"[231, 225, 226]","[0.6188994646072388, 0.624007523059845, 0.6259474754333496]"
204,38,38,20,20,1.0,1.0,True,1,3,0.3965214689572652,0.007833318443468825,"[225, 231, 224]","[0.385726660490036, 0.3997635543346405, 0.40407419204711914]"
205,38,38,20,20,1.0,1.0,True,1,3,0.5250167449315389,0.023826262911785835,"[230, 224, 231]","[0.4921414852142334, 0.5350552201271057, 0.5478535294532776]"
206,38,38,20,20,1.0,1.0,True,1,3,0.4975846807161967,0.017298588110380986,"[233, 225, 224]","[0.47511786222457886, 0.5004339814186096, 0.5172021985054016]"
207,39,39,21,21,1.0,1.0,True,1,3,0.6232909758885702,0.019686880562721117,"[239, 241, 236]","[0.5954744219779968, 0.6361797451972961, 0.6382187604904175]"
208,39,39,21,21,1.0,1.0,True,1,3,0.5553435881932577,0.01846750386797519,"[239, 241, 236]","[0.5363469123840332, 0.5493203997612, 0.5803634524345398]"
209,39,39,21,21,1.0,1.0,True,1,3,0.8054700295130411,0.03441335040816874,"[239, 238, 240]","[0.7583035826683044, 0.8186651468276978, 0.8394413590431213]"
210,39,39,21,21,1.0,1.0,True,1,3,0.6986966530481974,0.020290608380102205,"[241, 236, 239]","[0.6706368327140808, 0.7075257897377014, 0.7179273366928101]"
211,39,39,21,21,1.0,1.0,True,1,3,0.4781648516654968,0.04795693386783961,"[236, 239, 241]","[0.4279537498950958, 0.4637870490550995, 0.5427537560462952]"
212,39,39,21,21,1.0,1.0,True,1,3,0.5417210261027018,0.027802762072400195,"[239, 236, 241]","[0.5024071931838989, 0.5608236193656921, 0.5619322657585144]"
213,39,39,21,21,1.0,1.0,True,1,3,0.8066455920537313,0.025599425805395492,"[237, 241, 234]","[0.7729802131652832, 0.81194669008255, 0.8350098729133606]"
214,39,39,21,21,1.0,1.0,True,1,3,0.5937852660814921,0.03173515982868441,"[239, 236, 241]","[0.5501360893249512, 0.6065686941146851, 0.6246510148048401]"
215,40,45,23,25,0.6666666666666666,0.3333333333333333,False,2,3,0.5114298135748184,0.36195034712631957,"[266, 279, 276]","[2.107342389479072e-08, 0.7486580610275269, 0.7856313586235046]"
216,40,40,23,23,0.3333333333333333,0.0,True,3,3,0.8186918497085571,0.31358122690180834,"[244, 168, 425]","[0.3767073154449463, 1.0082670450210571, 1.071101188659668]"
217,40,27,23,13,0.6666666666666666,0.3333333333333333,False,2,3,1.0258859992027283,0.02349364658009756,"[243, 175, 171]","[0.9967381358146667, 1.0266494750976562, 1.0542703866958618]"
218,40,40,23,23,0.3333333333333333,0.0,True,3,3,0.9852313001950582,0.18024399876769281,"[244, 446, 439]","[0.7305079102516174, 1.1042957305908203, 1.1208902597427368]"
219,40,67,23,47,0.6666666666666666,0.3333333333333333,False,2,3,0.8424127697944641,0.17219398929213509,"[245, 455, 456]","[0.6003006100654602, 0.9408318996429443, 0.9861057996749878]"
220,40,40,23,23,0.6666666666666666,0.3333333333333333,True,2,3,0.7592092355092367,0.24854720408917638,"[249, 243, 274]","[0.44929778575897217, 0.7705343961715698, 1.057795524597168]"
221,40,40,23,23,0.3333333333333333,0.0,True,3,3,0.9340789119402567,0.09262194243113588,"[245, 455, 271]","[0.8057475686073303, 0.9755171537399292, 1.0209720134735107]"
222,40,24,23,11,1.0,1.0,False,1,3,1.001049558321635,0.02030347702021936,"[153, 151, 157]","[0.9724472761154175, 1.0131646394729614, 1.0175367593765259]"
223,40,40,23,23,0.6666666666666666,0.3333333333333333,True,2,3,0.8819225033124288,0.11406334064854635,"[247, 246, 432]","[0.7448087334632874, 0.8768891096115112, 1.0240696668624878]"
224,40,4,23,22,0.6666666666666666,0.3333333333333333,False,2,3,0.9636869629224142,0.18189147459059496,"[244, 16, 22]","[0.7069709897041321, 1.0779224634170532, 1.1061674356460571]"
225,45,66,25,46,0.6666666666666666,0.3333333333333333,False,2,3,0.9628454446792603,0.013614992675366545,"[441, 249, 450]","[0.943751335144043, 0.9702446460723877, 0.9745403528213501]"
226,45,51,25,31,0.3333333333333333,0.0,False,3,3,1.1450878779093425,0.0051248566008998565,"[312, 231, 413]","[1.1398308277130127, 1.1433956623077393, 1.1520371437072754]"
227,45,45,25,25,0.6666666666666666,0.3333333333333333,True,2,3,0.9699081579844157,0.10624624766774486,"[262, 263, 18]","[0.8207706212997437, 1.0286372900009155, 1.060316562652588]"
228,45,45,25,25,0.6666666666666666,0.3333333333333333,True,2,3,0.975606640179952,0.12781006768134184,"[262, 263, 458]","[0.7948921918869019, 1.0628275871276855, 1.0691001415252686]"
229,45,46,25,26,0.3333333333333333,0.0,False,3,3,1.135746916135152,0.004687591936374164,"[273, 156, 222]","[1.1291648149490356, 1.1383544206619263, 1.1397215127944946]"
230,45,33,25,18,0.3333333333333333,0.0,False,3,3,1.0520432790120442,0.014544905726220981,"[205, 223, 20]","[1.0322556495666504, 1.0570720434188843, 1.0668021440505981]"
231,45,38,25,20,0.3333333333333333,0.0,False,3,3,1.108262300491333,0.013187120613274695,"[227, 286, 429]","[1.0984740257263184, 1.0994089841842651, 1.1269038915634155]"
232,45,45,25,25,1.0,1.0,True,1,3,1.0645794073740642,0.030196975359955656,"[268, 261, 262]","[1.0219172239303589, 1.084255337715149, 1.0875656604766846]"
233,45,45,25,25,0.6666666666666666,0.3333333333333333,True,2,3,0.9614417950312296,0.06301815829873651,"[262, 263, 173]","[0.875212550163269, 0.985054612159729, 1.024058222770691]"
234,46,46,26,26,1.0,1.0,True,1,3,0.6869201262791952,0.03466724390842782,"[272, 274, 273]","[0.6612319946289062, 0.6636004447937012, 0.735927939414978]"
235,46,46,26,26,1.0,1.0,True,1,3,0.526373565196991,0.019221940180537713,"[273, 274, 272]","[0.5040042996406555, 0.5241814851760864, 0.550934910774231]"
236,46,46,26,26,1.0,1.0,True,1,3,0.6558001538117727,0.11269022445875612,"[278, 271, 272]","[0.49661561846733093, 0.7287710309028625, 0.7420138120651245]"
237,46,46,26,26,0.6666666666666666,0.3333333333333333,True,2,3,0.6298178831736246,0.07369155203340515,"[266, 279, 276]","[0.5300671458244324, 0.6535587906837463, 0.7058277130126953]"
238,46,27,26,13,1.0,1.0,False,1,3,0.9035827120145162,0.007285994698100885,"[171, 168, 170]","[0.8932878375053406, 0.9083556532859802, 0.9091046452522278]"
239,46,46,26,26,1.0,1.0,True,1,3,0.4567616581916809,0.21127022283188485,"[278, 276, 280]","[0.15935683250427246, 0.5806560516357422, 0.6302720904350281]"
240,46,46,26,26,1.0,1.0,True,1,3,0.6356102625528971,0.05332395962938569,"[280, 278, 275]","[0.5734984874725342, 0.6296288371086121, 0.7037034630775452]"
241,46,46,26,26,0.6666666666666666,0.3333333333333333,True,2,3,0.6261553168296814,0.010045002356874866,"[279, 266, 272]","[0.6129920482635498, 0.6281110048294067, 0.6373628973960876]"
242,46,46,26,26,1.0,1.0,True,1,3,0.6757668455441793,0.012235274769963533,"[272, 274, 278]","[0.6594412326812744, 0.6789638996124268, 0.6888954043388367]"
243,46,46,26,26,1.0,1.0,True,1,3,0.6913310686747233,0.06015349183528953,"[271, 280, 278]","[0.6153380274772644, 0.6962147951126099, 0.7624403834342957]"
244,47,47,27,27,1.0,1.0,True,1,3,0.5156515836715698,0.013580813829973556,"[287, 289, 283]","[0.5019155144691467, 0.5108942985534668, 0.534144937992096]"
245,47,47,27,27,1.0,1.0,True,1,3,0.5316512087980906,0.04864791540775533,"[287, 285, 281]","[0.4632038176059723, 0.5598627924919128, 0.5718870162963867]"
246,47,47,27,27,1.0,1.0,True,1,3,0.5694011648495992,0.03724552247357686,"[287, 281, 289]","[0.5196584463119507, 0.579269528388977, 0.6092755198478699]"
247,47,47,27,27,1.0,1.0,True,1,3,0.46930508812268573,0.0533260294757249,"[287, 289, 283]","[0.4246830940246582, 0.4389648139476776, 0.5442673563957214]"
248,47,47,27,27,1.0,1.0,True,1,3,0.6549510359764099,0.012287114339539006,"[287, 281, 285]","[0.6384645700454712, 0.658439576625824, 0.6679489612579346]"
249,47,47,27,27,1.0,1.0,True,1,3,0.46769527594248456,0.02684507419380694,"[282, 283, 284]","[0.4342520833015442, 0.4688556492328644, 0.49997809529304504]"
250,47,47,27,27,1.0,1.0,True,1,3,0.4992683331171672,0.029542981938961245,"[287, 289, 285]","[0.46521613001823425, 0.49532976746559143, 0.5372591018676758]"
251,47,47,27,27,1.0,1.0,True,1,3,0.5506282448768616,0.03168964557495345,"[287, 289, 281]","[0.5152889490127563, 0.5444294810295105, 0.5921663045883179]"
252,47,47,27,27,1.0,1.0,True,1,3,0.5517368714014689,0.04335407683763143,"[287, 289, 281]","[0.4966421127319336, 0.5559864044189453, 0.6025820970535278]"
253,47,47,27,27,1.0,1.0,True,1,3,0.4918485184510549,0.01646320774729558,"[283, 284, 290]","[0.4698944389820099, 0.4961121678352356, 0.5095389485359192]"
254,51,51,31,31,1.0,1.0,True,1,3,0.5623682737350464,0.045042065302767664,"[317, 311, 312]","[0.5055927634239197, 0.5657442808151245, 0.615767776966095]"
255,51,51,31,31,1.0,1.0,True,1,3,0.8208697040875753,0.06180966146940427,"[317, 315, 311]","[0.7444160580635071, 0.8223980069160461, 0.8957950472831726]"
256,51,51,31,31,1.0,1.0,True,1,3,0.5792460938294729,0.07020543556147278,"[317, 314, 311]","[0.48080208897590637, 0.6172972321510315, 0.6396389603614807]"
257,51,51,31,31,1.0,1.0,True,1,3,0.700108806292216,0.07278240294699177,"[317, 311, 312]","[0.6280381679534912, 0.6725022792816162, 0.7997859716415405]"
258,51,51,31,31,1.0,1.0,True,1,3,0.5994958281517029,0.018375248045432627,"[317, 315, 314]","[0.5739426612854004, 0.6081795692443848, 0.6163652539253235]"
259,51,51,31,31,1.0,1.0,True,1,3,0.7192691564559937,0.024997196042293984,"[311, 317, 314]","[0.6842886805534363, 0.7323362231254578, 0.7411825656890869]"
260,51,51,31,31,1.0,1.0,True,1,3,0.7493759592374166,0.038180278866381444,"[317, 311, 315]","[0.701907753944397, 0.7508237957954407, 0.7953963279724121]"
261,51,51,31,31,1.0,1.0,True,1,3,0.6285207867622375,0.05011567854384419,"[317, 315, 312]","[0.5576468706130981, 0.663763165473938, 0.6641523241996765]"
262,51,51,31,31,1.0,1.0,True,1,3,0.7401426037152609,0.02284516192162235,"[314, 311, 317]","[0.7088465094566345, 0.7488431334495544, 0.7627381682395935]"
263,52,52,32,32,1.0,1.0,True,1,3,0.5265231927235922,0.05672602014904918,"[320, 326, 321]","[0.44715869426727295, 0.5560703873634338, 0.5763404965400696]"
264,52,52,32,32,1.0,1.0,True,1,3,0.6914068659146627,0.0316459539330162,"[321, 326, 328]","[0.646655261516571, 0.7133703231811523, 0.7141950130462646]"
265,52,52,32,32,1.0,1.0,True,1,3,0.5699747800827026,0.031538866195269764,"[320, 326, 321]","[0.5329963564872742, 0.5668654441833496, 0.6100625395774841]"
266,52,52,32,32,0.6666666666666666,0.3333333333333333,True,2,3,1.0889900128046672,0.009871288656731996,"[321, 401, 320]","[1.0795609951019287, 1.0847891569137573, 1.1026198863983154]"
267,52,52,32,32,1.0,1.0,True,1,3,0.5632615884145101,0.03083956883909612,"[326, 323, 319]","[0.5197730660438538, 0.5821458101272583, 0.5878658890724182]"
268,52,52,32,32,1.0,1.0,True,1,3,0.6199320356051127,0.0023092527262669332,"[325, 327, 328]","[0.6172254085540771, 0.6197027564048767, 0.6228679418563843]"
269,52,52,32,32,1.0,1.0,True,1,3,0.6078925927480062,0.012476936767856807,"[324, 321, 326]","[0.5983615517616272, 0.5997980833053589, 0.6255181431770325]"
270,52,52,32,32,1.0,1.0,True,1,3,0.602478822072347,0.01607262400702067,"[320, 326, 323]","[0.5830209851264954, 0.6020323634147644, 0.6223831176757812]"
271,52,52,32,32,1.0,1.0,True,1,3,0.43531657258669537,0.01216508421260848,"[322, 328, 326]","[0.42021864652633667, 0.4357224702835083, 0.4500086009502411]"
272,52,52,32,32,1.0,1.0,True,1,3,0.6719281673431396,0.09402087928701121,"[321, 320, 326]","[0.5615813136100769, 0.6628554463386536, 0.7913477420806885]"
273,53,53,33,33,1.0,1.0,True,1,3,0.36197368303934735,0.07369291099968095,"[330, 334, 335]","[0.28307199478149414, 0.34245961904525757, 0.4603894352912903]"
274,53,53,33,33,1.0,1.0,True,1,3,0.6887326041857401,0.024880944676191712,"[333, 337, 334]","[0.6546691656112671, 0.6981253623962402, 0.7134032845497131]"
275,53,53,33,33,1.0,1.0,True,1,3,0.5530599554379781,0.044128953288783225,"[334, 330, 336]","[0.5146435499191284, 0.5296749472618103, 0.6148613691329956]"
276,53,53,33,33,1.0,1.0,True,1,3,0.6550142963727316,0.013125224365368044,"[334, 330, 329]","[0.637692391872406, 0.657898485660553, 0.6694520115852356]"
277,53,53,33,33,1.0,1.0,True,1,3,0.5072612166404724,0.06522264755104183,"[330, 334, 331]","[0.4301573634147644, 0.5019698143005371, 0.5896564722061157]"
278,53,53,33,33,1.0,1.0,True,1,3,0.7548990050951639,0.0051927633798634675,"[330, 332, 335]","[0.7504180073738098, 0.7521008849143982, 0.7621781229972839]"
279,53,53,33,33,1.0,1.0,True,1,3,0.5731722116470337,0.02296974981168711,"[331, 337, 338]","[0.5417588353157043, 0.5817155241966248, 0.596042275428772]"
280,53,53,33,33,1.0,1.0,True,1,3,0.6210524837176005,0.10195427295221031,"[333, 337, 334]","[0.4768679738044739, 0.6927828192710876, 0.69350665807724]"
281,53,53,33,33,1.0,1.0,True,1,3,0.3324097990989685,0.05904829096291955,"[330, 334, 335]","[0.26714062690734863, 0.31993338465690613, 0.41015538573265076]"
282,53,53,33,33,1.0,1.0,True,1,3,0.4068492551644643,0.02833591450610384,"[334, 330, 335]","[0.38231033086776733, 0.39168211817741394, 0.44655531644821167]"
283,54,54,34,34,1.0,1.0,True,1,3,0.8595843315124512,0.014899069347737168,"[343, 341, 342]","[0.8444362878799438, 0.854474663734436, 0.8798420429229736]"
284,54,54,34,34,1.0,1.0,True,1,3,0.5637811024983724,0.030130467339363,"[343, 345, 344]","[0.5266287326812744, 0.5642867684364319, 0.6004278063774109]"
285,54,54,34,34,1.0,1.0,True,1,3,0.888333777586619,0.040207966125090894,"[339, 340, 342]","[0.835590124130249, 0.8963044881820679, 0.9331067204475403]"
286,54,54,34,34,1.0,1.0,True,1,3,0.8123864531517029,0.015681801457530113,"[343, 342, 341]","[0.7938668727874756, 0.8110799193382263, 0.8322125673294067]"
287,54,54,34,34,1.0,1.0,True,1,3,0.6046928266684214,0.10257573142177294,"[343, 345, 344]","[0.4606488049030304, 0.6618433594703674, 0.6915863156318665]"
288,55,55,35,35,1.0,1.0,True,1,3,0.5752054452896118,0.030863609288126828,"[347, 348, 351]","[0.5443264842033386, 0.563929557800293, 0.6173602938652039]"
289,55,55,35,35,1.0,1.0,True,1,3,0.5107874969641367,0.013437624947613596,"[355, 347, 350]","[0.49189963936805725, 0.518417239189148, 0.5220456123352051]"
290,55,55,35,35,1.0,1.0,True,1,3,0.5604659914970398,0.07088453421459384,"[348, 346, 349]","[0.4603031873703003, 0.6070139408111572, 0.6140808463096619]"
291,55,55,35,35,1.0,1.0,True,1,3,0.5484629968802134,0.05992059794802624,"[348, 347, 346]","[0.46979764103889465, 0.560509443283081, 0.6150819063186646]"
292,55,55,35,35,1.0,1.0,True,1,3,0.5717977086702982,0.05632914791038544,"[348, 346, 353]","[0.4961740970611572, 0.5879240036010742, 0.6312950253486633]"
293,55,55,35,35,1.0,1.0,True,1,3,0.5573452115058899,0.02349564383807399,"[352, 347, 355]","[0.5245136022567749, 0.5693302154541016, 0.5781918168067932]"
294,55,55,35,35,1.0,1.0,True,1,3,0.5629476209481558,0.06143481290431156,"[348, 347, 355]","[0.4767819344997406, 0.5963888764381409, 0.6156720519065857]"
295,55,55,35,35,1.0,1.0,True,1,3,0.4684084455172221,0.06833001653505807,"[347, 355, 354]","[0.37250858545303345, 0.5060676336288452, 0.5266491174697876]"
296,55,55,35,35,1.0,1.0,True,1,3,0.630806585152944,0.08213782925258156,"[348, 353, 346]","[0.5213891863822937, 0.6517394185066223, 0.7192911505699158]"
297,55,55,35,35,1.0,1.0,True,1,3,0.5317476987838745,0.02836068187230957,"[351, 347, 355]","[0.4933042526245117, 0.5410664677619934, 0.5608723759651184]"
298,57,57,37,37,1.0,1.0,True,1,3,0.61579962571462,0.0595363602895994,"[373, 367, 371]","[0.5409443378448486, 0.619844913482666, 0.6866096258163452]"
299,57,57,37,37,1.0,1.0,True,1,3,0.5255574782689413,0.1781192574899139,"[375, 372, 367]","[0.3971244692802429, 0.40210825204849243, 0.7774397134780884]"
300,57,57,37,37,1.0,1.0,True,1,3,0.38539498051007587,0.17598620101870158,"[371, 369, 367]","[0.23635989427566528, 0.28729119896888733, 0.632533848285675]"
301,57,57,37,37,1.0,1.0,True,1,3,0.8617536226908366,0.04229861323039566,"[366, 367, 370]","[0.8028084635734558, 0.8824023604393005, 0.9000500440597534]"
302,57,57,37,37,1.0,1.0,True,1,3,0.6562759280204773,0.01982447418783794,"[366, 370, 367]","[0.6326244473457336, 0.6550644040107727, 0.6811389327049255]"
303,57,57,37,37,1.0,1.0,True,1,3,0.5352754493554434,0.2528769344710199,"[373, 367, 371]","[0.18137261271476746, 0.6676768660545349, 0.7567768692970276]"
304,57,57,37,37,1.0,1.0,True,1,3,0.7018619974454244,0.03787390486241649,"[367, 373, 375]","[0.6567538976669312, 0.6994041800498962, 0.7494279146194458]"
305,57,57,37,37,1.0,1.0,True,1,3,0.5239994525909424,0.10000879190353898,"[370, 366, 367]","[0.41711539030075073, 0.4972262382507324, 0.657656729221344]"
306,57,57,37,37,1.0,1.0,True,1,3,0.6589290499687195,0.011710453650606497,"[369, 367, 371]","[0.642846405506134, 0.6635478734970093, 0.6703928709030151]"
307,57,57,37,37,1.0,1.0,True,1,3,0.5406647523244222,0.09867753006304901,"[370, 366, 367]","[0.43776553869247437, 0.5104767680168152, 0.673751950263977]"
308,58,58,38,38,1.0,1.0,True,1,3,0.5106387138366699,0.015785918766580108,"[378, 381, 379]","[0.48834049701690674, 0.5208470821380615, 0.5227285623550415]"
309,58,58,38,38,1.0,1.0,True,1,3,0.6090723872184753,0.02051789354344183,"[378, 381, 382]","[0.580057680606842, 0.6232864260673523, 0.6238730549812317]"
310,58,58,38,38,1.0,1.0,True,1,3,0.5688600540161133,0.039513142854600926,"[381, 382, 383]","[0.5195715427398682, 0.5707026720046997, 0.616305947303772]"
311,58,58,38,38,1.0,1.0,True,1,3,0.5486759543418884,0.01155473963844668,"[383, 381, 378]","[0.5394405126571655, 0.5416190028190613, 0.5649683475494385]"
312,58,58,38,38,1.0,1.0,True,1,3,0.5823339025179545,0.038945865408491,"[381, 383, 382]","[0.5300968885421753, 0.593331515789032, 0.6235733032226562]"
313,58,58,38,38,1.0,1.0,True,1,3,0.3706735000014305,0.18756035757167283,"[378, 381, 382]","[0.11178410798311234, 0.4501127600669861, 0.5501236319541931]"
314,58,58,38,38,1.0,1.0,True,1,3,0.5899962186813354,0.017841667984908285,"[382, 381, 378]","[0.5767562985420227, 0.5780146718025208, 0.6152176856994629]"
315,58,58,38,38,1.0,1.0,True,1,3,0.5725087920824686,0.017087860144138243,"[381, 382, 383]","[0.5537532567977905, 0.5686894059181213, 0.5950837135314941]"
316,58,58,38,38,1.0,1.0,True,1,3,0.5178348620732626,0.008867218136562672,"[383, 382, 381]","[0.5053510069847107, 0.523048996925354, 0.5251045823097229]"
317,59,59,39,39,1.0,1.0,True,1,3,0.5216793616612753,0.0343248222923869,"[390, 392, 386]","[0.47763699293136597, 0.5260230898857117, 0.561378002166748]"
318,59,59,39,39,1.0,1.0,True,1,3,0.5447046756744385,0.020365674272260936,"[385, 390, 386]","[0.5216969847679138, 0.5412043333053589, 0.5712127089500427]"
319,59,59,39,39,1.0,1.0,True,1,3,0.5478582779566447,0.02201915083440479,"[388, 392, 393]","[0.5180584788322449, 0.5549323558807373, 0.5705839991569519]"
320,59,59,39,39,1.0,1.0,True,1,3,0.45958268642425537,0.00402580178663723,"[392, 385, 386]","[0.4565972685813904, 0.45687705278396606, 0.46527373790740967]"
321,59,59,39,39,1.0,1.0,True,1,3,0.4095775584379832,0.014903492170493771,"[384, 388, 391]","[0.39110442996025085, 0.4100261330604553, 0.4276021122932434]"
322,59,59,39,39,1.0,1.0,True,1,3,0.5691519975662231,0.021800116310377166,"[385, 386, 391]","[0.540440559387207, 0.5737810730934143, 0.5932343602180481]"
323,59,59,39,39,1.0,1.0,True,1,3,0.5240236719449362,0.00819512553520889,"[387, 388, 392]","[0.5130353569984436, 0.5263267755508423, 0.5327088832855225]"
